emp_no;dept_no;from_date;to_date
466460;d007;1997-12-17;9999-01-01
466470;d007;1992-01-25;9999-01-01
466480;d008;1987-08-09;9999-01-01
466490;d005;1986-01-13;9999-01-01
466500;d009;1998-10-25;9999-01-01
466510;d004;1989-09-11;9999-01-01
466520;d005;1996-02-08;9999-01-01
466530;d004;1994-06-18;9999-01-01
466540;d004;1991-07-18;9999-01-01
466550;d008;1987-07-19;9999-01-01
466560;d004;1990-12-24;9999-01-01
466570;d009;1989-06-07;9999-01-01
466580;d004;1999-01-18;2000-09-04
466590;d009;1990-12-08;1991-09-06
466600;d001;1986-02-11;9999-01-01
466610;d005;1986-10-21;1993-12-28
466620;d004;1988-01-21;9999-01-01
466630;d006;1993-01-31;1993-09-12
466640;d006;1986-05-17;9999-01-01
466650;d007;1996-07-05;1998-02-13
466660;d007;1985-06-07;9999-01-01
466670;d009;1991-01-28;9999-01-01
466680;d007;1991-09-05;9999-01-01
466690;d003;1994-07-21;9999-01-01
466700;d004;1985-10-18;1988-06-18
466710;d005;1986-02-22;9999-01-01
466720;d007;1993-02-16;1997-01-21
466730;d004;1990-08-22;9999-01-01
466740;d007;1985-06-15;9999-01-01
466750;d002;1989-06-01;9999-01-01
466760;d004;1998-03-22;9999-01-01
466770;d005;1989-06-03;9999-01-01
466780;d005;1986-07-14;9999-01-01
466790;d004;1997-10-10;1999-09-14
466800;d004;1990-10-28;9999-01-01
466810;d001;1991-12-07;9999-01-01
466820;d008;1998-12-04;2000-01-01
466830;d004;1998-07-04;9999-01-01
466840;d007;1990-05-28;9999-01-01
466850;d003;1992-09-10;9999-01-01
466860;d004;1996-05-15;9999-01-01
466870;d004;1989-11-22;9999-01-01
466880;d007;1988-09-27;1991-12-12
466890;d004;1991-08-09;9999-01-01
466900;d009;1996-10-09;9999-01-01
466910;d004;1993-11-15;9999-01-01
466920;d004;1996-01-25;9999-01-01
466930;d007;1998-07-25;9999-01-01
466940;d005;1990-08-14;9999-01-01
466950;d005;1995-07-19;9999-01-01
466960;d004;1997-05-28;2002-06-27
466960;d009;2002-06-27;9999-01-01
466970;d005;1997-06-15;1998-04-03
466980;d005;2000-01-25;9999-01-01
466990;d003;1987-12-29;9999-01-01
467000;d006;1998-07-07;9999-01-01
467010;d005;1989-12-01;1998-10-11
467020;d006;1985-02-05;9999-01-01
467030;d008;1989-10-07;9999-01-01
467040;d005;1999-09-26;2001-07-30
467050;d005;1988-01-18;9999-01-01
467060;d009;1991-10-07;9999-01-01
467070;d005;1996-01-27;1997-03-28
467080;d009;1994-08-21;9999-01-01
467090;d006;1993-12-25;9999-01-01
467100;d002;1996-06-11;2001-03-18
467110;d005;1993-05-21;9999-01-01
467120;d007;1989-04-05;9999-01-01
467130;d007;1992-12-25;9999-01-01
467140;d007;1998-08-30;2000-10-27
467150;d005;1991-02-06;9999-01-01
467160;d005;1996-05-12;9999-01-01
467170;d005;1990-06-04;1994-08-13
467180;d004;1988-11-02;9999-01-01
467190;d005;1997-06-06;9999-01-01
467200;d007;1992-12-10;9999-01-01
467210;d005;1991-11-23;9999-01-01
467220;d009;1991-01-22;1998-02-03
467230;d005;1990-08-30;2000-12-19
467240;d003;1997-12-20;9999-01-01
467250;d005;1994-04-15;9999-01-01
467260;d007;1994-09-22;9999-01-01
467270;d006;1985-07-02;9999-01-01
467280;d005;1996-01-31;1996-02-29
467290;d004;1999-07-11;9999-01-01
467300;d005;1997-08-25;9999-01-01
467310;d005;1998-01-18;9999-01-01
467320;d003;1991-09-18;9999-01-01
467330;d002;1991-05-22;9999-01-01
467340;d004;1996-12-29;1997-04-02
467350;d009;1986-09-22;9999-01-01
467360;d005;1986-10-30;9999-01-01
467370;d004;2000-01-28;9999-01-01
467370;d005;1999-07-07;2000-01-28
467380;d008;1993-02-10;9999-01-01
467390;d004;1985-02-18;9999-01-01
467400;d005;1994-04-29;9999-01-01
467410;d002;1988-08-04;9999-01-01
467420;d005;1985-02-17;9999-01-01
467430;d005;1986-09-10;9999-01-01
467440;d001;1992-09-28;9999-01-01
467450;d007;1989-04-19;9999-01-01
467460;d005;1985-12-07;9999-01-01
467470;d004;1999-07-11;9999-01-01
467480;d002;1986-10-23;9999-01-01
467490;d007;1991-06-26;9999-01-01
467500;d008;1997-10-21;9999-01-01
467510;d005;1988-12-11;9999-01-01
467520;d007;1996-12-31;1998-03-15
467520;d009;1998-03-15;9999-01-01
467530;d005;1993-09-07;9999-01-01
467540;d006;1998-12-03;9999-01-01
467550;d005;1998-07-05;9999-01-01
467560;d004;1985-02-16;9999-01-01
467570;d002;1991-12-15;9999-01-01
467580;d006;1994-06-17;9999-01-01
467590;d008;1994-06-28;9999-01-01
467600;d008;1996-08-23;1998-10-01
467610;d005;1994-07-29;9999-01-01
467620;d002;1994-12-20;9999-01-01
467630;d004;1987-04-03;9999-01-01
467640;d001;1994-03-06;9999-01-01
467650;d005;1988-03-07;1992-08-06
467660;d005;1998-05-06;9999-01-01
467670;d005;1996-11-01;9999-01-01
467680;d007;1985-06-13;9999-01-01
467690;d007;1994-04-30;9999-01-01
467700;d005;1995-06-29;9999-01-01
467710;d007;1988-10-17;9999-01-01
467720;d004;1987-08-23;9999-01-01
467730;d005;1999-07-09;9999-01-01
467740;d005;1993-07-09;1995-08-14
467750;d005;2000-01-18;9999-01-01
467760;d001;1988-11-09;9999-01-01
467770;d004;1995-04-18;2001-09-15
467780;d007;1994-02-08;1998-08-04
467790;d005;1988-04-25;9999-01-01
467800;d006;1996-03-04;9999-01-01
467810;d004;1993-10-15;9999-01-01
467820;d005;1988-04-27;9999-01-01
467830;d006;1992-05-11;9999-01-01
467840;d003;1993-07-13;9999-01-01
467850;d005;1992-12-25;9999-01-01
467860;d001;1988-01-13;9999-01-01
467870;d004;1994-03-03;9999-01-01
467880;d005;1996-05-27;9999-01-01
467890;d007;1989-06-16;9999-01-01
467900;d004;1997-10-14;9999-01-01
467910;d004;1987-10-08;9999-01-01
467920;d009;1988-12-21;9999-01-01
467930;d007;1990-05-28;9999-01-01
467940;d005;1999-09-02;2000-04-30
467950;d002;1998-03-24;9999-01-01
467960;d003;1998-04-21;9999-01-01
467970;d007;1995-03-29;9999-01-01
467980;d004;1997-07-29;9999-01-01
467990;d005;1993-03-13;9999-01-01
468000;d005;1993-09-24;1999-06-08
468010;d007;1996-01-14;9999-01-01
468020;d004;1990-12-10;9999-01-01
468030;d005;1992-12-10;9999-01-01
468040;d005;1993-05-24;9999-01-01
468050;d004;1989-08-08;9999-01-01
468060;d001;2000-08-16;9999-01-01
468060;d007;1991-10-22;2000-08-16
468070;d004;1998-09-04;1999-04-04
468070;d006;1999-04-04;9999-01-01
468080;d001;1998-09-22;2002-03-28
468080;d007;2002-03-28;9999-01-01
468090;d002;1998-10-19;1999-07-22
468090;d003;1997-12-21;1998-10-19
468100;d001;1992-10-19;2002-07-22
468100;d007;2002-07-22;9999-01-01
468110;d005;1992-10-03;1993-12-06
468110;d008;1993-12-06;9999-01-01
468120;d003;1996-04-08;9999-01-01
468130;d001;2000-06-08;9999-01-01
468130;d007;1992-08-20;2000-06-08
468140;d003;1992-05-22;9999-01-01
468150;d006;1998-01-06;9999-01-01
468160;d005;1985-02-18;9999-01-01
468170;d004;1996-09-11;9999-01-01
468180;d009;1992-07-01;9999-01-01
468190;d003;1992-03-27;9999-01-01
468200;d005;1991-12-27;9999-01-01
468210;d005;1997-11-18;9999-01-01
468220;d001;1992-05-01;9999-01-01
468230;d005;1987-07-29;9999-01-01
468240;d005;1994-05-16;1999-01-06
468240;d008;1999-01-06;9999-01-01
468250;d005;1999-01-13;2000-08-09
468260;d004;1991-01-13;9999-01-01
468270;d003;1988-07-01;9999-01-01
468280;d005;1991-10-11;9999-01-01
468290;d007;1996-07-11;9999-01-01
468300;d004;1985-06-24;9999-01-01
468310;d007;1995-06-22;9999-01-01
468320;d001;1987-09-07;9999-01-01
468330;d004;1999-09-25;9999-01-01
468330;d005;1995-09-25;1999-09-25
468340;d004;1998-05-02;2002-03-28
468350;d005;1985-06-09;9999-01-01
468360;d005;1994-08-10;9999-01-01
468370;d004;1996-06-28;1998-06-05
468380;d005;1995-03-28;9999-01-01
468390;d008;1998-11-29;9999-01-01
468400;d007;1997-10-16;2000-02-17
468410;d004;1990-03-16;9999-01-01
468420;d005;1988-08-25;9999-01-01
468430;d004;1987-03-10;1994-12-18
468430;d009;1994-12-18;9999-01-01
468440;d001;1997-01-31;1998-04-03
468450;d005;1998-12-18;9999-01-01
468460;d004;1999-10-11;9999-01-01
468470;d004;1991-12-19;9999-01-01
468480;d004;1995-03-03;9999-01-01
468490;d003;1995-12-06;9999-01-01
468500;d006;1988-08-24;9999-01-01
468510;d001;1988-10-23;1992-10-26
468510;d003;1988-05-27;1988-10-23
468520;d005;1999-03-08;9999-01-01
468530;d004;2001-05-23;9999-01-01
468530;d008;1999-10-15;2001-05-23
468540;d003;1986-02-28;9999-01-01
468550;d001;1986-06-04;9999-01-01
468560;d009;1986-05-16;9999-01-01
468570;d004;1995-01-03;9999-01-01
468580;d001;1990-10-01;9999-01-01
468590;d009;1998-10-11;9999-01-01
468600;d004;1998-04-29;2001-11-12
468610;d004;1996-04-15;9999-01-01
468610;d005;1993-04-15;1996-04-15
468620;d001;1990-12-22;1990-12-22
468620;d007;1990-12-22;1991-02-02
468630;d003;1998-02-26;9999-01-01
468640;d005;1991-12-22;2000-05-05
468650;d004;1985-05-05;9999-01-01
468660;d002;1999-02-25;9999-01-01
468670;d007;1989-05-22;9999-01-01
468680;d009;1994-04-23;9999-01-01
468690;d002;1985-12-20;1993-11-26
468700;d009;1999-11-24;9999-01-01
468710;d005;1996-07-06;9999-01-01
468720;d003;1986-08-09;1995-03-21
468730;d001;1989-01-03;9999-01-01
468740;d005;1991-02-05;1992-12-23
468750;d007;1993-04-05;9999-01-01
468760;d002;1997-07-19;2001-08-23
468770;d001;1997-08-27;2000-02-11
468780;d001;1998-10-07;9999-01-01
468790;d004;1992-02-21;1994-10-31
468790;d005;1989-03-24;1992-02-21
468800;d004;1991-09-20;1992-11-16
468800;d005;1988-07-21;1991-09-20
468810;d004;1999-04-02;2001-04-23
468810;d006;2001-04-23;9999-01-01
468820;d004;2002-03-19;9999-01-01
468820;d005;1995-10-24;2002-03-19
468830;d005;1992-10-05;9999-01-01
468840;d007;1988-03-10;9999-01-01
468850;d004;1997-06-26;9999-01-01
468860;d004;1988-07-25;9999-01-01
468870;d004;1995-05-20;9999-01-01
468880;d002;1991-06-25;9999-01-01
468890;d001;1993-08-23;9999-01-01
468900;d007;1998-09-16;9999-01-01
468910;d004;1991-03-28;9999-01-01
468920;d005;1998-07-13;9999-01-01
468930;d002;1992-05-07;9999-01-01
468940;d005;1986-11-28;9999-01-01
468950;d005;1988-11-17;9999-01-01
468960;d004;1985-09-14;9999-01-01
468970;d005;1990-11-25;9999-01-01
468980;d004;1993-04-10;1995-10-21
468990;d009;1991-06-10;9999-01-01
469000;d006;1996-04-23;9999-01-01
469010;d005;1990-03-15;9999-01-01
469020;d004;1993-06-26;9999-01-01
469030;d005;1999-12-05;9999-01-01
469040;d005;1986-08-03;9999-01-01
469050;d001;1993-11-01;9999-01-01
469060;d007;1993-03-06;2001-06-14
469070;d004;1993-03-27;9999-01-01
469080;d001;1996-04-29;1998-02-26
469090;d007;1995-10-19;9999-01-01
469100;d007;1986-12-17;9999-01-01
469110;d005;1992-02-06;2000-08-01
469120;d005;1987-07-11;9999-01-01
469130;d004;1990-12-24;9999-01-01
469140;d009;1997-02-07;2002-04-21
469150;d005;1988-01-31;9999-01-01
469160;d003;1987-11-18;9999-01-01
469170;d004;1986-04-27;2000-04-17
469180;d005;1990-11-04;9999-01-01
469190;d001;1987-05-11;9999-01-01
469200;d009;1994-12-26;9999-01-01
469210;d001;1994-05-04;1994-09-22
469220;d002;1988-10-12;1997-06-19
469220;d003;1997-06-19;9999-01-01
469230;d004;1987-10-16;9999-01-01
469240;d004;1985-08-02;9999-01-01
469250;d005;1994-05-23;2002-05-11
469260;d005;1990-10-30;9999-01-01
469270;d005;1996-08-31;9999-01-01
469280;d005;1988-03-10;1998-06-09
469290;d005;1985-11-01;9999-01-01
469300;d007;1994-09-27;9999-01-01
469310;d007;1990-01-19;9999-01-01
469320;d001;1991-04-04;9999-01-01
469320;d003;1985-12-30;1991-04-04
469330;d005;1991-01-13;9999-01-01
469340;d004;1996-02-02;9999-01-01
469350;d005;1992-11-13;1993-07-05
469350;d009;1988-08-02;1992-11-13
469360;d002;1990-10-30;9999-01-01
469370;d004;1989-11-06;2001-03-13
469370;d009;2001-03-13;9999-01-01
469380;d005;2001-09-06;9999-01-01
469380;d009;1997-04-16;2001-09-06
469390;d005;1993-04-03;9999-01-01
469400;d005;1987-08-05;9999-01-01
469410;d009;1995-12-27;9999-01-01
469420;d005;1997-01-14;9999-01-01
469430;d007;1993-05-31;2000-10-06
469440;d004;1992-06-04;9999-01-01
469450;d005;1994-06-19;9999-01-01
469460;d005;1995-03-15;9999-01-01
469470;d005;1993-02-01;9999-01-01
469480;d005;1991-08-03;9999-01-01
469490;d004;1987-12-16;9999-01-01
469500;d006;1992-01-29;9999-01-01
469510;d005;1990-05-13;9999-01-01
469520;d005;1996-09-23;9999-01-01
469530;d004;1998-11-03;9999-01-01
469540;d004;1994-08-04;9999-01-01
469550;d004;1998-05-19;9999-01-01
469560;d008;1991-02-01;9999-01-01
469570;d004;1997-03-27;9999-01-01
469580;d005;1985-10-05;1995-04-29
469580;d008;1995-04-29;9999-01-01
469590;d004;1990-03-27;9999-01-01
469600;d001;1994-10-03;1995-05-23
469600;d007;1995-05-23;9999-01-01
469610;d004;1999-03-28;9999-01-01
469620;d003;1997-07-21;9999-01-01
469630;d002;1998-10-11;2000-08-16
469640;d005;1986-02-01;9999-01-01
469650;d002;1998-04-09;9999-01-01
469660;d004;1995-12-24;9999-01-01
469670;d003;1991-03-01;9999-01-01
469680;d007;1989-11-14;9999-01-01
469690;d005;1996-03-12;9999-01-01
469700;d004;1999-09-20;9999-01-01
469700;d008;1995-12-27;1999-09-20
469710;d005;1996-08-19;1997-09-15
469710;d008;1997-09-15;1999-06-20
469720;d004;1986-10-23;9999-01-01
469730;d004;1999-08-04;1999-11-08
469740;d009;1987-07-29;9999-01-01
469750;d005;1994-11-03;1997-01-26
469760;d004;1998-11-16;9999-01-01
469760;d005;1992-06-30;1998-11-16
469770;d009;1985-05-16;9999-01-01
469780;d005;1993-02-15;1994-12-01
469790;d005;1990-09-25;9999-01-01
469800;d009;1997-11-15;2000-10-31
469810;d005;1993-08-28;9999-01-01
469820;d005;1994-12-02;9999-01-01
469830;d005;1985-10-24;9999-01-01
469840;d007;1991-11-20;9999-01-01
469850;d004;1999-07-12;9999-01-01
469860;d008;1985-04-24;9999-01-01
469870;d007;1994-04-05;9999-01-01
469880;d005;2000-01-06;9999-01-01
469880;d009;1990-10-25;2000-01-06
469890;d001;1999-09-05;2001-08-23
469890;d007;1999-02-12;1999-09-05
469900;d004;1990-12-30;9999-01-01
469910;d005;1986-04-09;9999-01-01
469920;d005;1987-07-02;9999-01-01
469930;d007;1999-03-01;2001-11-20
469940;d004;1986-06-16;9999-01-01
469950;d002;1989-07-20;9999-01-01
469960;d005;1992-06-09;9999-01-01
469970;d005;1992-12-14;1998-08-26
469980;d002;1990-05-21;9999-01-01
469990;d004;1998-11-17;9999-01-01
470000;d005;1997-06-20;1998-07-16
470010;d004;1994-04-23;9999-01-01
470020;d004;1997-09-29;9999-01-01
470030;d005;1992-02-15;9999-01-01
470040;d002;1996-07-09;9999-01-01
470050;d005;1995-01-12;1999-04-13
470060;d005;1988-10-08;1992-05-22
470070;d004;1995-02-23;9999-01-01
470080;d005;1991-08-25;9999-01-01
470090;d001;1999-12-18;2001-03-13
470100;d007;1990-01-09;9999-01-01
470110;d001;1991-07-01;9999-01-01
470120;d007;1991-05-01;2002-04-08
470130;d005;1997-07-25;9999-01-01
470140;d004;1986-05-16;9999-01-01
470150;d007;1986-10-19;9999-01-01
470160;d005;1996-09-30;9999-01-01
470170;d004;1997-09-12;2002-06-20
470180;d005;1996-06-04;9999-01-01
470190;d005;1986-04-07;9999-01-01
470200;d006;1990-07-08;9999-01-01
470210;d004;1986-12-23;9999-01-01
470220;d004;1997-11-13;9999-01-01
470230;d005;1992-09-11;9999-01-01
470240;d005;1991-02-01;9999-01-01
470250;d004;1985-11-25;9999-01-01
470260;d003;1992-09-12;9999-01-01
470270;d004;1985-12-19;9999-01-01
470280;d005;1999-10-26;9999-01-01
470290;d007;1990-08-23;9999-01-01
470300;d006;1996-04-11;9999-01-01
470310;d004;1998-10-08;1999-10-05
470310;d006;1999-10-05;9999-01-01
470320;d004;1986-05-25;9999-01-01
470330;d007;1991-03-03;9999-01-01
470340;d007;1992-10-05;9999-01-01
470350;d004;1987-03-22;1989-11-18
470360;d004;1987-02-13;2000-01-27
470370;d004;1991-01-29;9999-01-01
470380;d004;1993-04-14;1999-11-28
470390;d005;1993-06-30;9999-01-01
470400;d008;1989-03-28;9999-01-01
470410;d005;1988-05-14;1992-02-24
470420;d008;1991-12-16;9999-01-01
470430;d006;1991-08-29;1998-03-22
470440;d005;1998-05-05;9999-01-01
470450;d009;1999-12-25;9999-01-01
470460;d002;2000-07-04;9999-01-01
470460;d003;1993-07-25;2000-07-04
470470;d001;1996-05-17;9999-01-01
470480;d002;2001-02-09;9999-01-01
470480;d003;1999-07-04;2001-02-09
470490;d008;1991-11-03;9999-01-01
470500;d005;1990-07-14;2001-12-14
470510;d006;1998-02-06;2001-02-20
470520;d007;1991-09-06;9999-01-01
470530;d007;1999-09-22;2000-11-26
470540;d005;1995-07-17;9999-01-01
470550;d005;1996-12-24;9999-01-01
470560;d005;1993-07-09;1996-12-10
470560;d008;1996-12-10;9999-01-01
470570;d004;1995-03-31;9999-01-01
470580;d004;1999-11-02;9999-01-01
470590;d005;1991-07-20;9999-01-01
470600;d001;1997-09-04;9999-01-01
470610;d005;1999-09-14;9999-01-01
470620;d005;1986-02-21;1997-09-19
470630;d007;1991-12-23;9999-01-01
470640;d001;1989-03-17;9999-01-01
470650;d005;1992-08-04;9999-01-01
470660;d004;1993-09-21;9999-01-01
470670;d005;1996-05-31;9999-01-01
470680;d009;1997-08-20;9999-01-01
470690;d005;1990-02-12;9999-01-01
470700;d001;1996-12-24;9999-01-01
470710;d007;1992-09-18;1999-10-07
470710;d009;1999-10-07;9999-01-01
470720;d009;1990-11-12;9999-01-01
470730;d002;1997-11-16;2001-07-01
470740;d004;1992-08-31;9999-01-01
470750;d004;1991-07-27;9999-01-01
470760;d007;1992-11-16;9999-01-01
470770;d005;1995-08-26;9999-01-01
470780;d007;1989-07-15;1999-09-27
470790;d005;1995-11-02;9999-01-01
470800;d009;1986-01-11;9999-01-01
470810;d005;1995-12-01;9999-01-01
470820;d004;1988-02-09;9999-01-01
470830;d001;1999-12-10;9999-01-01
470830;d003;1994-08-18;1999-12-10
470840;d008;1987-04-29;9999-01-01
470850;d005;1996-07-18;1997-06-12
470860;d007;1996-10-11;9999-01-01
470870;d002;1999-05-24;9999-01-01
470880;d001;1986-12-07;9999-01-01
470890;d008;1996-10-19;9999-01-01
470900;d005;1999-07-03;9999-01-01
470910;d007;1993-01-20;1993-08-20
470920;d005;1995-12-11;9999-01-01
470930;d007;1994-07-30;9999-01-01
470940;d004;1988-10-09;1998-03-31
470950;d005;1997-01-05;9999-01-01
470960;d002;1989-01-11;1990-10-06
470960;d003;1990-10-06;9999-01-01
470970;d001;1991-07-09;9999-01-01
470980;d004;1986-08-04;9999-01-01
470990;d004;1999-07-02;2000-04-10
471000;d007;1996-07-09;9999-01-01
471010;d005;1991-06-11;9999-01-01
471020;d005;1994-09-22;9999-01-01
471030;d005;2000-10-15;9999-01-01
471030;d008;1987-08-05;2000-10-15
471040;d007;1989-02-18;9999-01-01
471050;d005;1996-03-22;9999-01-01
471060;d004;1999-05-14;9999-01-01
471070;d005;1998-12-12;2001-05-28
471080;d009;1997-04-07;9999-01-01
471090;d007;1992-01-16;9999-01-01
471100;d005;1994-01-10;9999-01-01
471110;d004;1992-12-28;1997-04-17
471110;d009;1997-04-17;9999-01-01
471120;d004;1995-08-25;9999-01-01
471130;d006;1997-08-30;9999-01-01
471140;d004;1988-04-16;9999-01-01
471150;d004;1990-02-20;2001-01-23
471160;d005;1987-10-10;9999-01-01
471170;d005;1995-03-01;9999-01-01
471180;d004;1988-09-27;9999-01-01
471190;d008;1986-04-19;1999-12-28
471200;d004;1993-05-10;1994-01-06
471200;d006;1994-01-06;9999-01-01
471210;d005;1987-04-01;9999-01-01
471220;d005;1987-03-10;9999-01-01
471230;d005;1993-09-27;2000-08-15
471240;d004;1990-10-19;1999-05-07
471250;d003;1994-01-29;9999-01-01
471260;d007;1995-01-14;1995-06-06
471260;d009;1995-06-06;1997-08-13
471270;d002;1993-01-24;9999-01-01
471280;d007;1990-05-05;1996-06-30
471290;d004;1986-04-14;9999-01-01
471300;d003;1986-05-19;9999-01-01
471310;d008;1989-11-01;1999-01-07
471320;d005;1997-06-03;1997-09-04
471330;d002;1994-07-12;9999-01-01
471340;d004;1991-02-26;9999-01-01
471350;d007;1998-02-20;9999-01-01
471360;d005;1989-06-17;9999-01-01
471370;d001;1994-11-07;9999-01-01
471380;d003;1998-07-11;9999-01-01
471390;d004;1987-02-28;1990-03-06
471400;d007;1987-12-28;1998-08-31
471410;d005;1997-08-15;9999-01-01
471420;d004;1994-03-30;9999-01-01
471430;d004;1995-06-19;9999-01-01
471440;d005;1996-12-06;9999-01-01
471450;d006;1991-11-02;9999-01-01
471460;d005;1994-09-02;9999-01-01
471470;d001;1991-08-19;9999-01-01
471480;d008;1986-06-10;9999-01-01
471490;d008;1985-02-14;9999-01-01
471500;d004;1988-09-28;9999-01-01
471510;d002;1993-06-06;9999-01-01
471520;d007;1985-07-08;9999-01-01
471530;d007;1993-08-13;9999-01-01
471540;d005;1988-01-11;9999-01-01
471550;d001;1986-08-22;9999-01-01
471560;d009;1990-06-17;9999-01-01
471570;d006;1989-08-28;9999-01-01
471580;d005;1998-09-07;9999-01-01
471590;d005;1998-04-03;9999-01-01
471600;d004;1999-10-02;9999-01-01
471610;d004;1998-11-24;2001-09-26
471620;d005;1987-12-14;9999-01-01
471630;d007;1992-08-20;1995-05-11
471640;d006;1994-12-18;9999-01-01
471650;d004;1987-04-26;9999-01-01
471660;d004;1996-06-23;9999-01-01
471670;d007;1997-11-21;9999-01-01
471680;d005;1990-10-26;9999-01-01
471690;d005;1992-03-17;9999-01-01
471700;d003;1996-08-22;9999-01-01
471710;d003;1988-06-27;9999-01-01
471720;d008;1996-06-09;1997-02-17
471730;d005;1995-02-24;2001-12-17
471740;d001;2002-07-10;9999-01-01
471740;d007;1985-08-27;2002-07-10
471750;d002;2000-02-19;2000-07-21
471750;d003;1998-12-14;2000-02-19
471760;d008;1988-06-24;9999-01-01
471770;d008;1998-07-11;2000-07-25
471780;d004;1996-01-25;9999-01-01
471790;d002;1987-02-09;9999-01-01
471800;d001;1985-08-12;1986-05-30
471800;d009;1986-05-30;9999-01-01
471810;d005;1991-01-28;1995-05-07
471810;d008;1995-05-07;9999-01-01
471820;d006;1995-01-26;9999-01-01
471830;d005;1989-03-08;9999-01-01
471840;d007;1987-08-09;9999-01-01
471850;d005;1986-08-05;9999-01-01
471860;d004;1992-07-31;9999-01-01
471870;d003;1987-11-10;9999-01-01
471880;d002;1995-12-14;9999-01-01
471890;d009;1993-09-11;9999-01-01
471900;d007;1992-02-04;9999-01-01
471910;d007;1997-12-06;1999-10-21
471920;d001;1991-10-15;2000-02-12
471930;d001;1988-05-06;9999-01-01
471940;d005;1991-10-10;9999-01-01
471950;d005;1994-06-04;9999-01-01
471950;d008;1993-04-04;1994-06-04
471960;d004;1990-07-15;9999-01-01
471970;d009;1994-06-29;9999-01-01
471980;d005;1992-03-27;9999-01-01
471990;d005;1992-03-01;9999-01-01
472000;d004;1996-07-22;9999-01-01
472010;d007;1992-01-10;9999-01-01
472020;d004;1986-01-12;9999-01-01
472030;d005;1992-06-04;9999-01-01
472040;d001;1999-09-23;9999-01-01
472050;d005;1989-12-13;9999-01-01
472060;d007;1997-10-02;9999-01-01
472070;d006;1990-07-12;1997-08-17
472080;d004;1994-09-08;2002-02-12
472090;d005;1991-06-03;9999-01-01
472100;d005;1992-04-22;9999-01-01
472110;d005;1993-11-02;9999-01-01
472120;d004;1996-04-28;9999-01-01
472120;d006;1992-03-23;1996-04-28
472130;d004;1986-01-26;9999-01-01
472140;d007;1997-09-21;9999-01-01
472150;d005;1997-11-20;9999-01-01
472160;d005;1996-01-21;2001-06-05
472170;d004;1988-10-10;1988-11-21
472180;d005;1997-08-12;9999-01-01
472190;d005;1994-11-05;1999-04-27
472200;d004;1996-11-27;9999-01-01
